archivo,linea,tipo,etiqueta_latex,titulo,fila,columna,valor_crudo,valor
inattention_energy_prices.tex,281,prosa,,"itemize a capacity expansion plan x_i Z , with components x_i(",,,0,0.0
inattention_energy_prices.tex,282,prosa,,") and x_i(t, ); a production plan Q_i Z , with components Q_i(",,,0,0.0
inattention_energy_prices.tex,283,prosa,,"d Q_i(t, ); allowances A_i R _+ bought from the auctioneer in t=",,,0,0.0
inattention_energy_prices.tex,287,prosa,,old in the secondary market. itemize Electricity prices are ^d:= ( ^d(,,,0,0.0
inattention_energy_prices.tex,287,prosa,,"))_ (t, ) ) Z and, given parameters (a_i,b_i) R ^",,,2,2.0
inattention_energy_prices.tex,287,prosa,,"R ^2_+, the revenue function of producer i is f_i(p,q)= (a_i q+ b_i",,,2,2.0
inattention_energy_prices.tex,287,prosa,,"^2_+, the revenue function of producer i is f_i(p,q)= (a_i q+ b_i 2 q^",,,2,2.0
inattention_energy_prices.tex,290,prosa,,"left(a_i q+ b_i 2 q^2 )-p ,q. Write align X &:= Z ^",,,2,2.0
inattention_energy_prices.tex,292,prosa,,"_+ R _+^ , set:Pi &:= R _+^2 R _+^",,,7,7.0
inattention_energy_prices.tex,303,prosa,,ve equation eq:prodobj split _ X ; & f_i ( ^d(,,,0,0.0
inattention_energy_prices.tex,303,prosa,,"gin equation eq:prodobj split _ X ; & f_i ( ^d(0),Q_i(",,,0,0.0
inattention_energy_prices.tex,303,prosa,,"odobj split _ X ; & f_i ( ^d(0),Q_i(0) )+A_i ^a+I_i x_i(",,,0,0.0
inattention_energy_prices.tex,305,prosa,,Pr( ) [ ^v( ) (P_i( )-V_i( ) ) & ; + _ t>,,,0,0.0
inattention_energy_prices.tex,305,prosa,,"a) ) & ; + _ t>0 TC_i(t) , f_i ( ^d(t, ),Q_i(t, ) ) (",,,1,1.0
inattention_energy_prices.tex,306,prosa,,"0 TC_i(t) , f_i ( ^d(t, ),Q_i(t, ) ) (1+R)^t & ; + _ t>",,,0,0.0
inattention_energy_prices.tex,306,prosa,,",Q_i(t, ) ) (1+R)^t & ; + _ t>0 TCR_i(t) , I_i , x_i(t, ) (",,,1,1.0
inattention_energy_prices.tex,310,prosa,,"a) (1+R)^t ] split equation subject to, for every i, and t>",,,0,0.0
inattention_energy_prices.tex,314,prosa,,"mega and t>0, footnotesize align (CF_i ) [ Q_i+x_i(",,,0,0.0
inattention_energy_prices.tex,314,prosa,,"g) [ Q_i+x_i(0)+ ! ! _ t'<t-lag_i ! !x_i(t', ) ]-Q_i(t, ) &",,,0,0.0
inattention_energy_prices.tex,315,prosa,,"_i(t, ) & 0 ; ; ( _ i, ,t ) res:capt (CF_i ) Q_i-Q_i(",,,0,0.0
inattention_energy_prices.tex,315,prosa,,"ga) & 0 ; ; ( _ i, ,t ) res:capt (CF_i ) Q_i-Q_i(0) &",,,0,0.0
inattention_energy_prices.tex,316,prosa,,) Q_i-Q_i(0) & 0 ; ; ( _i) res:2 RP_i- Q_i-x_i(0)- _ t>,,,0,0.0
inattention_energy_prices.tex,316,prosa,,"0 ; ; ( _i) res:2 RP_i- Q_i-x_i(0)- _ t>0 x_i(t, ) &",,,0,0.0
inattention_energy_prices.tex,318,prosa,,"; ; ( _ i, ) res:4 A_i+P_i( )-V_i( )- _i [Q_i(",,,0,0.0
inattention_energy_prices.tex,318,prosa,,", ) res:4 A_i+P_i( )-V_i( )- _i [Q_i(0)+ ! _ t>",,,0,0.0
inattention_energy_prices.tex,318,prosa,,"P_i( )-V_i( )- _i [Q_i(0)+ ! _ t>0 !Q_i(t, ) ] &",,,0,0.0
inattention_energy_prices.tex,326,prosa,,uctioneer chooses the quantity of allowances R _+ made available in t=,,,0,0.0
inattention_energy_prices.tex,326,prosa,,"vailable in t=0 at a price ^a, which is set so that the market for CO_",,,2,2.0
inattention_energy_prices.tex,326,prosa,,he auctioneer. The carbon budget CAP R _+ --- the maximum level of CO_,,,2,2.0
inattention_energy_prices.tex,326,prosa,,"- is not observed, and is drawn from a normal distribution, CAP N( , ^",,,2,2.0
inattention_energy_prices.tex,330,prosa,,; & - ^a+ F ( ) eq:sub s.t. ^,,,-1,-1.0
inattention_energy_prices.tex,330,prosa,,( ) eq:sub s.t. ^ -1 ( ) + - &,,,0,0.0
inattention_energy_prices.tex,343,prosa,,& ( _i )_ i N ) & R _+ R _+^,,,4,4.0
inattention_energy_prices.tex,350,prosa,,in the capacity investment model is a vector of prices and decisions [,,,0.92,0.92
inattention_energy_prices.tex,354,prosa,,",Q_i^*,A_i^*,P_i^*,V_i^*) solves the problem of producer i for every i",,,"1,",1.0
inattention_energy_prices.tex,358,prosa,,"ega) , & ( ^ v* ( )) mc:trade _ i Q_i^*(0) &= D(",,,0,0.0
inattention_energy_prices.tex,358,prosa,,"all , & ( ^ v* ( )) mc:trade _ i Q_i^*(0) &= D(0) & ( ^ d* (",,,0,0.0
inattention_energy_prices.tex,370,prosa,,"quadratic cost, equation eq:costP C(P)= cases 0, & P d c(P-d)^",,,"2,",2.0
inattention_energy_prices.tex,373,prosa,,"C(P)= cases 0, & P d c(P-d)^2, & P>d cases equation where P [",,,"0,1",1.0
inattention_energy_prices.tex,375,prosa,,"nue net of the cost of accuracy, equation eq:POdeck _ ( ,P) [0,(",,,1,1.0
inattention_energy_prices.tex,375,prosa,,"accuracy, equation eq:POdeck _ ( ,P) [0,(1+ )CAP] [",,,"0,1",1.0
inattention_energy_prices.tex,375,prosa,,"el eq:POdeck _ ( ,P) [0,(1+ )CAP] [0,1] ; - ^a P+c(P-d)^",,,2,2.0
inattention_energy_prices.tex,379,prosa,,"budget, equation eq:WOdeck _ [0,CAP] ; - ^a+c (",,,1,1.0
inattention_energy_prices.tex,379,prosa,,"Odeck _ [0,CAP] ; - ^a+c (1- | -CAP| CAP -d )^",,,2,2.0
inattention_energy_prices.tex,390,prosa,,equation array rrclcl _ & - ^aP + c(P-d)^,,,2,2.0
inattention_energy_prices.tex,395,prosa,,array equation equation array cl ^a P - c(P-d)^,,,2,2.0
inattention_energy_prices.tex,395,prosa,,ray equation equation array cl ^a P - c(P-d)^2,,,0,0.0
inattention_energy_prices.tex,400,prosa,,2:r1 array equation equation array cl (,,,1,1.0
inattention_energy_prices.tex,400,prosa,,d equation equation array cl (1+error)-,,,0,0.0
inattention_energy_prices.tex,405,prosa,,profit2:r2 array equation equation array cl,,,0,0.0
inattention_energy_prices.tex,418,prosa,,: equation array rrclcl _ & - ^a + c(,,,1,1.0
inattention_energy_prices.tex,418,prosa,,rrclcl _ & - ^a + c(1- ( - )^,,,2,2.0
inattention_energy_prices.tex,418,prosa,,laystyle _ & - ^a + c(1- ( - )^2 ^,,,2,2.0
inattention_energy_prices.tex,418,prosa,,e _ & - ^a + c(1- ( - )^2 ^2 -d)^,,,2,2.0
inattention_energy_prices.tex,423,prosa,,ray equation equation array rrclcl ^a - c(,,,1,1.0
inattention_energy_prices.tex,423,prosa,,ion array rrclcl ^a - c(1- ( - )^,,,2,2.0
inattention_energy_prices.tex,423,prosa,,y rrclcl ^a - c(1- ( - )^2 ^,,,2,2.0
inattention_energy_prices.tex,423,prosa,,lcl ^a - c(1- ( - )^2 ^2 -d)^,,,2,2.0
inattention_energy_prices.tex,423,prosa,,isplaystyle ^a - c(1- ( - )^2 ^2 -d)^2,,,0,0.0
inattention_energy_prices.tex,428,prosa,,eta) social1:r11 array equation equation array rrclcl,,,1,1.0
inattention_energy_prices.tex,428,prosa,,ay equation equation array rrclcl 1 - ( - )^,,,2,2.0
inattention_energy_prices.tex,428,prosa,,n equation array rrclcl 1 - ( - )^2 ^,,,2,2.0
inattention_energy_prices.tex,428,prosa,,uation array rrclcl 1 - ( - )^2 ^2 - d,,,0,0.0
inattention_energy_prices.tex,433,prosa,,array equation equation array rrclcl ( - )^,,,2,2.0
inattention_energy_prices.tex,433,prosa,,ation equation array rrclcl ( - )^2 ^,,,2,2.0
inattention_energy_prices.tex,433,prosa,,n equation array rrclcl ( - )^2 ^2 + d,,,0,0.0
inattention_energy_prices.tex,438,prosa,,ocial1:r41 array equation equation array rrclcl,,,0,0.0
inattention_energy_prices.tex,446,prosa,,w a variable formed as follows: equation array rrclcl P =,,,1,1.0
inattention_energy_prices.tex,446,prosa,,array rrclcl P = 1- ( - )^,,,2,2.0
inattention_energy_prices.tex,452,prosa,, the numerator into a variable r. The performance is now defined as P=,,,1,1.0
inattention_energy_prices.tex,457,prosa,,"equation array rrclcl _ ,r & - ^a + c(",,,1,1.0
inattention_energy_prices.tex,457,prosa,,"ay rrclcl _ ,r & - ^a + c(1- r -d)^",,,2,2.0
inattention_energy_prices.tex,462,prosa,,ray equation equation array rrclcl ^a - c(,,,1,1.0
inattention_energy_prices.tex,462,prosa,,quation array rrclcl ^a - c(1- r -d)^,,,2,2.0
inattention_energy_prices.tex,462,prosa,,array rrclcl ^a - c(1- r -d)^2,,,0,0.0
inattention_energy_prices.tex,467,prosa,,tion equation array rrclcl r - +,,,0,0.0
inattention_energy_prices.tex,472,prosa,,tion equation array rrclcl r + -,,,0,0.0
inattention_energy_prices.tex,477,prosa,,lta) social1:r23 array equation equation array rrclcl,,,1,1.0
inattention_energy_prices.tex,477,prosa,,ay equation equation array rrclcl 1- r -d,,,0,0.0
inattention_energy_prices.tex,482,prosa,,ay equation equation array rrclcl r + d,,,0,0.0
inattention_energy_prices.tex,487,prosa,,ocial1:r27 array equation equation array rrclcl,,,0,0.0
inattention_energy_prices.tex,492,prosa,,bel social1:r24 array equation equation array rrclcl r,,,0,0.0
inattention_energy_prices.tex,498,prosa,,"wo_2021 on the Chilean power system, with a reference carbon budget of",,,100,100.0
inattention_energy_prices.tex,498,prosa,,"the Chilean power system, with a reference carbon budget of 100 ,MtCO_",,,2,2.0
inattention_energy_prices.tex,498,prosa,,"arbon budget of 100 ,MtCO_2e and the corresponding allowance price ^a=",,,315.83,315.83
inattention_energy_prices.tex,498,prosa,,15.83. The performance attainable with public information is set to d=,,,0.798,0.798
inattention_energy_prices.tex,498,prosa,,"ainable with public information is set to d=0.798, obtained from the =",,,0.202,0.202
inattention_energy_prices.tex,498,prosa,,llowance price it reproduces at that budget is as close as possible to,,,315.83,315.83
inattention_energy_prices.tex,498,prosa,,duces at that budget is as close as possible to 315.83; this yields c=,,,920,920.0
inattention_energy_prices.tex,498,prosa,," at that budget is as close as possible to 315.83; this yields c=920 ,",,,000,0.0
inattention_energy_prices.tex,498,prosa,,"3; this yields c=920 , 000 million for the profit oriented planner, c=",,,9,9.0
inattention_energy_prices.tex,498,prosa,,"this yields c=920 , 000 million for the profit oriented planner, c=9 ,",,,900,900.0
inattention_energy_prices.tex,498,prosa,,"ented planner, c=9 , 900 million for the quadratic rate planner and c=",,,4,4.0
inattention_energy_prices.tex,498,prosa,,"The three specifications are then solved over ten carbon budgets, from",,,100,100.0
inattention_energy_prices.tex,498,prosa,,"ee specifications are then solved over ten carbon budgets, from 100 to",,,1,1.0
inattention_energy_prices.tex,498,prosa,,"pecifications are then solved over ten carbon budgets, from 100 to 1 ,",,,000,0.0
inattention_energy_prices.tex,498,prosa,,"ns are then solved over ten carbon budgets, from 100 to 1 , 000 ,MtCO_",,,2,2.0
inattention_energy_prices.tex,507,prosa,,alculate the error of the calculations of the Chilean carbon budget as,,,20.2,20.2
inattention_energy_prices.tex,507,prosa,,carbon budget as 20.2,,,"1,",1.0
inattention_energy_prices.tex,529,prosa,,s that there is an optimal performance between its possible values P [,,,"0.798,1",0.7981
inattention_energy_prices.tex,529,prosa,,"ible values P [0.798,1]. Also, investing the maximum in information P=",,,1,1.0
inattention_energy_prices.tex,553,prosa,, parameter of carbon budget. It becomes clear after a carbon budget of,,,500,500.0
inattention_energy_prices.tex,553,prosa,,r of carbon budget. It becomes clear after a carbon budget of 500MtCO_,,,2,2.0
inattention_energy_prices.tex,553,prosa,,"ar after a carbon budget of 500MtCO_2, with a possible outlier in CAP=",,,800,800.0
inattention_energy_prices.tex,553,prosa,," a carbon budget of 500MtCO_2, with a possible outlier in CAP=800MtCO_",,,2,2.0
inattention_energy_prices.tex,553,prosa,,energy production capacity of Chile. This model is calibrated with the,,,2018,2018.0
inattention_energy_prices.tex,555,prosa,,trated in Fig. rendcap . This results show that at low performances (P,,,0.85,0.85
inattention_energy_prices.tex,555,prosa,,ioneer tends to over-produce permits. But for higher performances (P >,,,0.85,0.85
inattention_energy_prices.tex,635,prosa,,e directions here. Raising the carbon budget relaxes the upper bound (,,,1,1.0
inattention_energy_prices.tex,635,prosa,, to buy more accuracy out of the same revenue --- and the cost c(P-d)^,,,2,2.0
inattention_energy_prices.tex,635,prosa,," entitled to issue, and the allowance price settles at a level between",,,77,77.0
inattention_energy_prices.tex,635,prosa,,"titled to issue, and the allowance price settles at a level between 77",,,88,88.0
inattention_energy_prices.tex,654,prosa,, most permits in both scenarios. There is an anomaly present when CAP=,,,800,800.0
inattention_energy_prices.tex,654,prosa,,rmits in both scenarios. There is an anomaly present when CAP=800MtCO_,,,2,2.0
inattention_energy_prices.tex,654,prosa,,ts in both scenarios. There is an anomaly present when CAP=800MtCO_2 (,,,962,962.0
inattention_energy_prices.tex,671,prosa,,scenarios . Fig. pidcap shows that for the high GDP scenario (scenario,,,4,4.0
inattention_energy_prices.tex,671,prosa,,"prices are higher. On the other hand, there is an anomaly again in the",,,800,800.0
inattention_energy_prices.tex,671,prosa,,"e higher. On the other hand, there is an anomaly again in the 800MtCO_",,,2,2.0
inattention_energy_prices.tex,683,prosa,,results are given by changing only the carbon budget in the interval [,,,100,100.0
inattention_energy_prices.tex,683,prosa,,are given by changing only the carbon budget in the interval [100MtCO_,,,2,2.0
inattention_energy_prices.tex,683,prosa,," given by changing only the carbon budget in the interval [100MtCO_2 ,",,,1000,1000.0
inattention_energy_prices.tex,683,prosa,,"changing only the carbon budget in the interval [100MtCO_2 , 1000MtCO_",,,2,2.0
inattention_energy_prices.tex,705,prosa,,uctioneer seems to find a upper limit. The maximum permits created are,,,"698,676,376",698676376.0
inattention_energy_prices.tex,705,prosa,,"ximum permits created are 698,676,376 even though the carbon budget is",,,"1,000,000,000",1000000000.0
inattention_energy_prices.tex,705,prosa,,t the attention concept inclusion enforces the model to produce around,,,600,600.0
inattention_energy_prices.tex,705,prosa,,roduce around 600 million permits. In the bottom half of the budgets (,,,100,100.0
inattention_energy_prices.tex,705,prosa,, around 600 million permits. In the bottom half of the budgets (100 to,,,400,400.0
inattention_energy_prices.tex,705,prosa,,"s to have a relation with low performances. On the other hand, the top",,,3,3.0
inattention_energy_prices.tex,705,prosa,,"relation with low performances. On the other hand, the top 3 budgets (",,,"800,",800.0
inattention_energy_prices.tex,705,prosa,,"tion with low performances. On the other hand, the top 3 budgets (800,",,,900,900.0
inattention_energy_prices.tex,705,prosa,,"h low performances. On the other hand, the top 3 budgets (800, 900 and",,,1000,1000.0
inattention_energy_prices.tex,705,prosa,,"her hand, the top 3 budgets (800, 900 and 1000 million) produce around",,,600,600.0
inattention_energy_prices.tex,707,prosa,, graph shows that there has to be a limit in the carbon budget between,,,400,400.0
inattention_energy_prices.tex,707,prosa,,hows that there has to be a limit in the carbon budget between 400 and,,,500,500.0
inattention_energy_prices.tex,707,prosa,,e a limit in the carbon budget between 400 and 500 million tons of CO_,,,2,2.0
inattention_energy_prices.tex,707,prosa,,elevated. Also there is a noticeable decrease in performance after the,,,700,700.0
inattention_energy_prices.tex,793,prosa,,ity for the public. Table TCpidporcap shows similar prices for the top,,,6,6.0
inattention_energy_prices.tex,793,prosa,, Table TCpidporcap shows similar prices for the top 6 carbon budgets (,,,400,400.0
inattention_energy_prices.tex,793,prosa,, TCpidporcap shows similar prices for the top 6 carbon budgets (400 to,,,1000,1000.0
inattention_energy_prices.tex,793,prosa,,p shows similar prices for the top 6 carbon budgets (400 to 1000 MtCO_,,,2,2.0
inattention_energy_prices.tex,793,prosa,,"permits emitted ( ) in those budgets, where the Auctioneer sold around",,,600,600.0
inattention_energy_prices.tex,793,prosa,,"itted ( ) in those budgets, where the Auctioneer sold around 600 MtCO_",,,2,2.0
inattention_energy_prices.tex,809,prosa,,"Model. Nevertheless, this model spikes prices for all scenarios in the",,,700,700.0
inattention_energy_prices.tex,900,prosa,,"ducing the emitted permits, in most cases they are less than the limit",,,1.202,1.202
inattention_energy_prices.tex,939,prosa,,"tage (shown in Table PMpidporcap ), present a low variance between CAP",,,300,300.0
inattention_energy_prices.tex,939,prosa,,"own in Table PMpidporcap ), present a low variance between CAP 300 and",,,1000.,1000.0
inattention_energy_prices.tex,939,prosa,,istriMP3 shows that for most of the carbon budgets there are less than,,,100,100.0
inattention_energy_prices.tex,941,prosa,,e is no much variance in the prices. Having a mean close to a price of,,,105,105.0
inattention_energy_prices.tex,1041,prosa,,"esultscomparison For this final part, we make a comparison between the",,,3,3.0
inattention_energy_prices.tex,1043,prosa,,ls presented in this work has to have less permits and lower prices in,,,40,40.0
inattention_energy_prices.tex,1046,prosa,,w that the original model produce higher profits for the auctioneer in,,,70,70.0
inattention_energy_prices.tex,1185,prosa,,ows that the previous analysis is not true for all cases. In the first,,,5,5.0
inattention_energy_prices.tex,1185,prosa,,"riginal model issues fewer permits than the new versions, but, in CAP=",,,600,600.0
inattention_energy_prices.tex,1185,prosa,,ther two models (Precision and Profit Oriented) issue fewer permits in,,,3,3.0
inattention_energy_prices.tex,1185,prosa,,wo models (Precision and Profit Oriented) issue fewer permits in 3 and,,,4,4.0
inattention_energy_prices.tex,1185,prosa,,cision and Profit Oriented) issue fewer permits in 3 and 4 of the last,,,5,5.0
inattention_energy_prices.tex,1187,prosa,," system, since one of the models has fewer permits issued in more than",,,40,40.0
inattention_energy_prices.tex,1187,prosa,,mits issued in more than 40,,,3,3.0
inattention_energy_prices.tex,1189,prosa,,ented and Quadratic Rate models create lower prices for individuals in,,,60,60.0
inattention_energy_prices.tex,1189,prosa,,es for individuals in 60,,,80,80.0
inattention_energy_prices.tex,1264,prosa,,"udgets, allowance prices under the profit oriented planner sit between",,,77,77.0
inattention_energy_prices.tex,1264,prosa,,"ets, allowance prices under the profit oriented planner sit between 77",,,88,88.0
inattention_energy_prices.tex,1266,prosa,,"where P is genuinely endogenous, the solution remains at the corner P=",,,0.798,0.798
inattention_energy_prices.tex,1334,prosa,,MCP Auctioneer Profit Oriented AMCPPO align 0 -P ^a(,,,1,1.0
inattention_energy_prices.tex,1334,prosa,,ofit Oriented AMCPPO align 0 -P ^a(1+ ) +,,,0,0.0
inattention_energy_prices.tex,1335,prosa,,i^a(1+ ) + 0 compllag33 0 ^a P - c(P-d)^,,,2,2.0
inattention_energy_prices.tex,1335,prosa,,0 compllag33 0 ^a P - c(P-d)^2,,,0,0.0
inattention_energy_prices.tex,1336,prosa,,leq ^a P - c(P-d)^2 0 compllag331 0 (,,,1,1.0
inattention_energy_prices.tex,1336,prosa,,p 0 compllag331 0 (1+ error) -,,,0,0.0
inattention_energy_prices.tex,1351,prosa,,0 align footnotesize table* footnotesize align,,,0,0.0
inattention_energy_prices.tex,1351,prosa,,footnotesize table* footnotesize align 0,,,1,1.0
inattention_energy_prices.tex,1351,prosa,,footnotesize align 0 1 - ( - )^,,,2,2.0
inattention_energy_prices.tex,1351,prosa,,esize align 0 1 - ( - )^2 ^,,,2,2.0
inattention_energy_prices.tex,1351,prosa,,align 0 1 - ( - )^2 ^2 - d,,,0,0.0
inattention_energy_prices.tex,1352,prosa,,0 1 - ( - )^2 ^2 - d 0,,,0,0.0
inattention_energy_prices.tex,1352,prosa,,a )^2 ^2 - d 0 0 ( - )^,,,2,2.0
inattention_energy_prices.tex,1352,prosa,,ta ^2 - d 0 0 ( - )^2 ^,,,2,2.0
inattention_energy_prices.tex,1352,prosa,,0 0 ( - )^2 ^2 + d,,,0,0.0
inattention_energy_prices.tex,1353,prosa,,0 ( - )^2 ^2 + d 0,,,0,0.0
inattention_energy_prices.tex,1353,prosa,,eta- )^2 ^2 + d 0 0 ^a - c(,,,1,1.0
inattention_energy_prices.tex,1353,prosa,,^2 + d 0 0 ^a - c(1- ( - )^,,,2,2.0
inattention_energy_prices.tex,1353,prosa,,0 ^a - c(1- ( - )^2 ^,,,2,2.0
inattention_energy_prices.tex,1353,prosa,,0 ^a - c(1- ( - )^2 ^2 -d)^,,,2,2.0
inattention_energy_prices.tex,1353,prosa,,^a - c(1- ( - )^2 ^2 -d)^2,,,0,0.0
inattention_energy_prices.tex,1359,prosa,,MCP Auctioneer Welfare Oriented Precision Model Appendix:mcpWOP align,,,0,0.0
inattention_energy_prices.tex,1359,prosa,,WOP align 0 - ^a - ^a + -,,,0,0.0
inattention_energy_prices.tex,1360,prosa,,egin align 0 - ^a - ^a + - 0,,,0,0.0
inattention_energy_prices.tex,1360,prosa,,0 - ^a - ^a + - 0 0 r,,,2,2.0
inattention_energy_prices.tex,1360,prosa,,theta - ^a - ^a + - 0 0 r 2c (,,,-1,-1.0
inattention_energy_prices.tex,1360,prosa,,0 0 r 2c (-1+d+ r ) +,,,2,2.0
inattention_energy_prices.tex,1360,prosa,,0 r 2c (-1+d+ r ) + 2c (,,,-1,-1.0
inattention_energy_prices.tex,1360,prosa,,ta + 2c (-1+d+ r ) - -,,,0,0.0
inattention_energy_prices.tex,1361,prosa,,+ 2c (-1+d+ r ) - - 0,,,0,0.0
inattention_energy_prices.tex,1361,prosa,,) - - 0 0 ^a - c(,,,1,1.0
inattention_energy_prices.tex,1361,prosa,,- 0 0 ^a - c(1- r -d)^,,,2,2.0
inattention_energy_prices.tex,1361,prosa,,- 0 0 ^a - c(1- r -d)^2,,,0,0.0
inattention_energy_prices.tex,1362,prosa,,elta 0 0 ^a - c(1- r -d)^2 0,,,0,0.0
inattention_energy_prices.tex,1362,prosa,,r -d)^2 0 0 r - +,,,0,0.0
inattention_energy_prices.tex,1363,prosa,,r -d)^2 0 0 r - + 0,,,0,0.0
inattention_energy_prices.tex,1363,prosa,,rp r - + 0 0 r + -,,,0,0.0
inattention_energy_prices.tex,1364,prosa,,- + 0 0 r + - 0,,,0,0.0
inattention_energy_prices.tex,1364,prosa,,0 0 r + - 0 0,,,1,1.0
inattention_energy_prices.tex,1364,prosa,,r + - 0 0 1- r -d,,,0,0.0
inattention_energy_prices.tex,1365,prosa,,p r + - 0 0 1- r -d 0,,,0,0.0
inattention_energy_prices.tex,1365,prosa,,perp 1- r -d 0 0 r + d,,,0,0.0
inattention_energy_prices.tex,1380,prosa,,nario is a projection of aggregate electricity demand in Chile between,,,2015,2015.0
inattention_energy_prices.tex,1380,prosa,,a projection of aggregate electricity demand in Chile between 2015 and,,,2050.,2050.0
inattention_energy_prices.tex,1380,prosa,,"in transport and heating, which is why it separates from Mid GDP after",,,2030,2030.0
inattention_energy_prices.tex,1380,prosa,,parates from Mid GDP after 2030 and approaches the high growth path by,,,2050.,2050.0
inattention_energy_prices.tex,1385,prosa,,ution details,,,1,1.0
inattention_energy_prices.tex,1386,prosa,,bibliography style file cas-model,,,2,2.0
inattention_energy_prices.tex,1396,prosa,,hy references,,,1,1.0
